pris,pris_kvm,prisant,verditakst,BOAProm,energi,boligtype,vest,dummyGrünneløkkaSagene,dummyFrogner,dummySt.Hanshaugen,dummyGamleOslo,solgt,byggeår,alder
2800000,24603,2590000,2650000,117,F,Leilighet,0,0,0,0,0,2014,1979,35
2800000,34942,2800000,2800000,81,F,Leilighet,0,0,0,0,0,2014,1989,25
2800000,28571,2890000,3000000,98,D,Rekkehus,0,0,0,0,0,2014,1997,17
2800000,38889,2900000,3000000,72,D,Leilighet,0,0,0,0,0,2014,2003,11
2800000,77778,2790000,2800000,36,C,Leilighet,0,0,0,1,0,2014,2005,9
2800000,48276,2790000,2800000,58,C,Leilighet,0,0,0,0,0,2014,2012,2
2790000,52642,2790000,2900000,53,G,Leilighet,0,0,0,1,0,2014,1930,84
2785000,48860,2500000,2500000,57,F,Leilighet,0,1,0,0,0,2014,1936,78
2780000,35859,2550000,2550000,82,G,Leilighet,0,0,0,0,0,2014,1974,40
2775000,40809,2700000,2700000,68,D,Leilighet,0,0,0,0,0,2014,2005,9
2770000,63399,2650000,2850000,44,F,Leilighet,0,0,0,1,0,2014,1914,100
2770000,57708,2850000,2850000,48,G,Leilighet,0,0,0,0,0,2014,1941,73
2770000,31839,2820000,2820000,87,D,Leilighet,0,0,0,0,0,2014,1994,20
2765000,60389,2490000,2600000,46,F,Leilighet,0,1,0,0,0,2014,1898,116
2765000,42673,2790000,2800000,67,G,Leilighet,0,0,0,0,0,2014,1955,59
2760000,58966,2250000,2300000,47,G,Leilighet,0,1,0,0,0,2014,1913,101
2750000,49378,2450000,2450000,56,G,Leilighet,0,1,0,0,0,2014,1895,119
2750000,49378,2450000,2450000,56,G,Leilighet,0,1,0,0,0,2014,1895,119
2750000,50926,2680000,2680000,54,G,Leilighet,0,0,0,0,0,2014,1895,119
2750000,49107,2450000,2450000,56,G,Leilighet,0,1,0,0,0,2014,1920,94
2750000,51887,2590000,2600000,55,F,Leilighet,0,1,0,0,0,2014,1935,79
2750000,47619,2750000,2750000,58,F,Leilighet,0,0,0,0,0,2014,1980,34
2750000,34759,2790000,3000000,80,D,Leilighet,0,0,0,0,0,2014,1989,25
2750000,34200,2500000,2500000,81,E,Leilighet,0,0,0,0,0,2014,1999,15
2750000,44355,2800000,2900000,62,D,Leilighet,0,0,0,0,0,2014,2003,11
2750000,63953,2250000,2250000,43,D,Leilighet,0,0,0,0,1,2014,2004,10
2750000,38194,2900000,3000000,72,C,Leilighet,0,0,0,0,0,2014,2012,2
2745000,28061,2490000,2500000,98,G,Leilighet,0,0,0,0,0,2014,1982,32
2740000,57083,2850000,2850000,48,D,Leilighet,0,1,0,0,0,2014,2010,4
2730000,33953,2500000,2500000,81,E,Leilighet,0,0,0,0,0,2014,1999,15
2730000,30390,2650000,2700000,90,D,Leilighet,0,0,0,0,0,2014,1999,15
2720000,30562,2600000,2600000,89,E,Leilighet,0,0,0,0,0,2014,1995,19
2720000,34430,2750000,2750000,79,D,Leilighet,0,0,0,0,0,2014,2012,2
2720000,38857,2990000,3050000,70,D,Leilighet,0,0,0,0,0,2014,2012,2
2710000,67750,2350000,2350000,40,G,Leilighet,0,0,0,1,0,2014,1937,77
2700000,62791,2790000,2800000,43,G,Leilighet,0,0,0,1,0,2014,1876,138
2700000,54808,2350000,2350000,51,F,Leilighet,0,1,0,0,0,2014,1890,124
2700000,54808,2350000,2350000,51,F,Leilighet,0,1,0,0,0,2014,1890,124
2700000,51929,2600000,2650000,52,F,Leilighet,0,1,0,0,0,2014,1897,117
2700000,51741,2450000,#NULL!,53,F,Leilighet,0,1,0,0,0,2014,1900,114
2700000,39731,2750000,2800000,70,G,Leilighet,0,1,0,0,0,2014,1941,73
2700000,42557,2350000,2400000,64,F,Leilighet,0,1,0,0,0,2014,1955,59
2700000,30387,2400000,2400000,93,G,Leilighet,0,0,0,0,0,2014,1956,58
2700000,28776,2650000,2650000,94,E,Leilighet,0,0,0,0,0,2014,1982,32
2700000,47424,2700000,2700000,57,G,Leilighet,0,0,0,0,0,2014,1992,22
2700000,31399,2700000,2700000,86,E,Leilighet,0,0,0,0,0,2014,1995,19
2700000,46552,2790000,2800000,58,D,Leilighet,0,1,0,0,0,2014,2003,11
2700000,71053,2590000,2700000,38,D,Leilighet,0,0,0,1,0,2014,2007,7
2700000,41538,2800000,2800000,65,C,Leilighet,0,0,0,0,0,2014,2010,4
2690000,53846,2690000,2600000,50,E,Leilighet,0,0,0,0,1,2014,1991,23
2680000,65622,2290000,2300000,43,F,Leilighet,0,1,0,0,0,2014,1896,118
2680000,29130,2550000,2550000,92,F,Rekkehus,0,0,0,0,0,2014,1987,27
2680000,67000,2600000,2600000,40,D,Leilighet,0,1,0,0,0,2014,2009,5
2675000,50472,2450000,2450000,53,D,Leilighet,0,0,0,0,1,2014,2006,8
2670000,53633,2500000,2550000,50,G,Leilighet,0,1,0,0,0,2014,1924,90
2650000,68087,2290000,2450000,40,G,Leilighet,0,1,0,0,0,2014,1900,114
2650000,51558,2350000,2350000,54,G,Leilighet,0,1,0,0,0,2014,1917,97
2650000,54082,2500000,2500000,49,G,Leilighet,0,0,0,0,0,2014,1938,76
2650000,50390,2550000,2550000,53,F,Leilighet,0,1,0,0,0,2014,1947,67
2650000,38995,2490000,2500000,70,G,Leilighet,0,0,0,0,0,2014,1965,49
2650000,30561,2650000,2600000,93,F,Leilighet,0,0,0,0,0,2014,1982,32
2650000,34678,2450000,2450000,77,E,Leilighet,0,0,0,0,0,2014,1999,15
2650000,48182,2590000,2650000,55,D,Leilighet,0,0,0,0,1,2014,2001,13
2650000,75714,2500000,2500000,35,D,Leilighet,0,0,0,1,0,2014,2004,10
2650000,53000,2450000,2500000,50,C,Leilighet,0,0,0,0,0,2014,2012,2
2640000,73333,2190000,2200000,36,D,Leilighet,0,0,0,0,0,2014,1916,98
2630000,76257,2390000,2500000,35,G,Leilighet,0,0,0,1,0,2014,1895,119
2630000,44576,2390000,2400000,59,E,Leilighet,0,0,0,0,0,2014,1955,59
2630000,34185,2290000,2400000,85,F,Leilighet,0,0,0,0,0,2014,1986,28
2625000,33969,2590000,2650000,82,F,Leilighet,0,0,0,0,0,2014,1974,40
2610000,50203,2200000,2200000,53,G,Leilighet,0,0,0,0,0,2014,1955,59
2610000,36263,2600000,2600000,72,F,Leilighet,0,0,0,0,0,2014,1985,29
2610000,45789,2390000,2450000,57,E,Leilighet,0,0,0,0,1,2014,2007,7
2600000,56909,2350000,2350000,47,G,Leilighet,0,1,0,0,0,2014,1878,136
2600000,42112,2600000,2750000,63,F,Leilighet,0,1,0,0,0,2014,1878,136
2600000,56909,2350000,2350000,47,G,Leilighet,0,1,0,0,0,2014,1878,136
2600000,65000,2590000,2600000,40,G,Leilighet,0,0,0,0,0,2014,1916,98
2600000,53193,2600000,2600000,53,G,Leilighet,0,1,0,0,0,2014,1935,79
2600000,37731,2700000,2700000,70,G,Leilighet,0,0,0,0,0,2014,1968,46
2600000,39906,2390000,2400000,66,F,Leilighet,0,0,0,0,0,2014,1976,38
2600000,50013,2590000,2600000,52,F,Rekkehus,0,0,0,0,0,2014,1976,38
2600000,25919,2550000,2550000,103,E,Leilighet,0,0,0,0,0,2014,1978,36
2600000,59185,2390000,2400000,44,C,Leilighet,0,1,0,0,0,2014,2005,9
2600000,59185,2390000,2400000,44,C,Leilighet,0,1,0,0,0,2014,2005,9
2600000,68421,2590000,#NULL!,38,C,Leilighet,0,0,0,1,0,2014,2007,7
2600000,65000,#NULL!,#NULL!,40,D,Leilighet,0,1,0,0,0,2014,2009,5
2600000,54167,2450000,2450000,48,C,Leilighet,0,0,0,0,0,2014,2013,1
2600000,55319,2450000,2450000,47,C,Leilighet,0,0,0,0,0,2014,2013,1
2595000,48056,2350000,2350000,54,D,Leilighet,0,0,0,0,1,2014,2001,13
2560000,23360,2500000,2500000,115,G,Leilighet,0,0,0,0,0,2014,1971,43
2550000,51004,2490000,2500000,53,G,Rekkehus,0,0,0,0,0,2014,50,1964
2550000,49779,2490000,2600000,52,F,Leilighet,0,1,0,0,0,2014,1891,123
2550000,40476,2600000,2600000,63,G,Leilighet,0,0,0,0,0,2014,1927,87
2550000,31875,2550000,2900000,80,E,Leilighet,0,0,0,0,0,2014,1927,87
2550000,53125,2550000,2750000,48,F,Leilighet,0,1,0,0,0,2014,1929,85
2550000,50371,2390000,2450000,57,G,Leilighet,0,1,0,0,0,2014,1932,82
2550000,50000,22550000,2600000,51,F,Leilighet,0,1,0,0,0,2014,1936,78
2550000,54812,2420000,2450000,48,G,Leilighet,0,0,0,0,1,2014,1939,75
2550000,55847,2250000,2250000,47,C,Leilighet,0,1,0,0,0,2014,1948,66
2550000,40764,2600000,2600000,66,G,Leilighet,0,0,0,0,0,2014,1954,60
2550000,38958,2290000,2300000,70,G,Leilighet,0,0,0,0,0,2014,1964,50
2550000,37017,2490000,2550000,70,G,Leilighet,0,0,0,0,0,2014,1968,46
2550000,23058,2390000,2500000,114,F,Leilighet,0,0,0,0,0,2014,1978,36
2550000,23689,2500000,2500000,108,F,Leilighet,0,0,0,0,0,2014,1985,29
2550000,26059,2600000,2600000,100,F,Leilighet,0,0,0,0,0,2014,1987,27
2550000,54300,2190000,2200000,47,E,Leilighet,0,0,0,0,1,2014,1990,24
2550000,41129,2590000,2600000,62,D,Leilighet,0,0,0,0,0,2014,2003,11
2550000,31611,2490000,2400000,81,D,Leilighet,0,0,0,0,0,2014,2004,10
2550000,47222,2590000,2650000,54,D,Leilighet,0,1,0,0,0,2014,2010,4
2550000,47222,2590000,2650000,54,D,Leilighet,0,1,0,0,0,2014,2010,4
2550000,51000,2390000,2400000,50,C,Leilighet,0,0,0,0,0,2014,2012,2
2540000,33867,2580000,2580000,75,D,Leilighet,0,0,0,0,0,2014,1993,21
2530000,40289,2120000,2150000,68,F,Leilighet,0,0,0,0,0,2014,1956,58
2525000,42682,2500000,2500000,60,F,Leilighet,0,0,0,0,1,2014,1885,129
2525000,50937,2490000,2600000,50,F,Leilighet,0,1,0,0,0,2014,1903,111
2525000,32749,2450000,2450000,82,G,Leilighet,0,0,0,0,0,2014,1974,40
2525000,31422,2400000,2400000,81,D,Leilighet,0,0,0,0,0,2014,1998,16
2525000,54863,2300000,2300000,47,D,Leilighet,0,1,0,0,0,2014,2003,11
2520000,39717,2190000,2200000,67,F,Leilighet,0,0,0,0,0,2014,1954,60
2520000,47702,2400000,2400000,53,G,Leilighet,0,0,0,0,0,2014,1964,50
2520000,29862,2290000,2350000,85,E,Leilighet,0,0,0,0,0,2014,1992,22
2520000,30361,2490000,2550000,83,E,Leilighet,0,0,0,0,0,2014,2002,12
2520000,68108,2390000,2400000,37,C,Leilighet,0,1,0,0,0,2014,2009,5
2510000,41833,2290000,2350000,60,G,Tomannsbolig,0,0,0,0,0,2014,1895,119
2510000,36995,2290000,2350000,70,F,Leilighet,0,0,0,0,0,2014,1964,50
2510000,66870,2490000,2500000,38,G,Leilighet,0,0,0,1,0,2014,1982,32
2510000,30241,2450000,2450000,83,E,Leilighet,0,0,0,0,0,2014,2002,12
2510000,32853,2350000,2350000,77,E,Leilighet,0,0,0,0,0,2014,2005,9
2500000,54348,2200000,2200000,46,G,Leilighet,0,1,0,0,0,2014,1898,116
2500000,59524,2400000,2400000,42,G,Leilighet,0,0,0,0,0,2014,1899,115
2500000,65821,2590000,2600000,38,F,Leilighet,0,0,1,0,0,2014,1934,80
2500000,41272,2500000,2500000,63,G,Leilighet,0,0,0,0,1,2014,1938,76
2500000,46650,2190000,2200000,56,G,Leilighet,0,0,0,0,0,2014,1957,57
2500000,32244,2590000,2600000,83,G,Leilighet,0,0,0,0,0,2014,1974,40
2500000,32445,2650000,2650000,82,E,Leilighet,0,0,0,0,0,2014,1974,40
2500000,32445,2550000,#NULL!,82,F,Leilighet,0,0,0,0,0,2014,1974,40
2500000,33271,2550000,2550000,76,D,Leilighet,0,0,0,0,0,2014,1989,25
2500000,30488,2400000,2400000,82,F,Leilighet,0,0,0,0,0,2014,1995,19
2500000,49087,2600000,2600000,51,C,Leilighet,0,0,0,0,0,2014,2004,10
2500000,32051,2450000,2450000,78,C,Leilighet,0,0,0,0,0,2014,2013,1
2495000,32576,2495000,#NULL!,82,E,Leilighet,0,0,0,0,0,2014,1974,40
2490000,38329,2490000,2550000,65,D,Leilighet,0,0,0,0,0,2014,2002,12
2480000,57610,2390000,2350000,48,F,Leilighet,0,1,0,0,0,2014,1932,82
2470000,40169,2090000,2100000,65,G,Leilighet,0,0,0,0,0,2014,1954,60
2470000,39860,2290000,2300000,63,G,Leilighet,0,0,0,0,0,2014,1968,46
2460000,50520,2300000,2300000,50,F,Leilighet,0,1,0,0,0,2014,1891,123
2460000,47905,2300000,2300000,54,F,Leilighet,0,1,0,0,0,2014,1958,56
2460000,39725,2190000,2225000,62,E,Leilighet,0,0,0,0,0,2014,1972,42
2450000,52264,2200000,2350000,47,G,Leilighet,0,0,0,0,1,2014,1887,127
2450000,68476,1900000,2100000,36,G,Leilighet,0,0,1,0,0,2014,1900,114
2450000,70000,2450000,2480000,35,G,Leilighet,0,0,0,0,0,2014,1916,98
2450000,41643,2190000,2250000,61,G,Tomannsbolig,0,0,0,0,1,2014,1935,79
2450000,39258,2390000,#NULL!,66,G,Leilighet,0,0,0,0,0,2014,1954,60
2450000,39205,2450000,2600000,66,G,Leilighet,0,0,0,0,0,2014,1955,59
2450000,37182,2390000,2500000,66,F,Leilighet,0,0,0,0,0,2014,1956,58
2450000,34522,2450000,2500000,71,G,Leilighet,0,0,0,0,0,2014,1965,49
2450000,39516,2200000,2200000,62,E,Leilighet,0,0,0,0,0,2014,1977,37
2450000,34202,2400000,2400000,75,F,Leilighet,0,0,0,0,0,2014,1987,27
2450000,40370,2500000,#NULL!,61,D,Leilighet,0,0,0,0,0,2014,1989,25
2450000,40370,2500000,#NULL!,61,D,Leilighet,0,0,0,0,0,2014,1989,25
2450000,42615,2150000,2150000,58,E,Leilighet,0,0,0,0,0,2014,1989,25
2450000,28824,2450000,2500000,85,E,Rekkehus,0,0,0,0,0,2014,1994,20
2450000,51042,2300000,2300000,48,G,Leilighet,0,1,0,0,0,2014,2008,6
2450000,52128,2290000,2350000,47,B,Leilighet,0,0,0,0,0,2014,2012,2
2440000,36422,2190000,#NULL!,71,G,Leilighet,0,0,0,0,0,2014,1970,44
2440000,32973,2450000,2450000,74,F,Rekkehus,0,0,0,0,0,2014,1985,29
2430000,81000,2000000,2050000,30,G,Leilighet,0,0,1,0,0,2014,1892,122
2430000,73389,2190000,2200000,35,F,Leilighet,0,1,0,0,0,2014,1939,75
2430000,41920,2450000,2450000,61,G,Leilighet,0,0,0,0,0,2014,1958,56
2420000,72669,1990000,2150000,34,F,Leilighet,0,1,0,0,0,2014,1935,79
2420000,47733,2190000,2200000,53,F,Leilighet,0,1,0,0,0,2014,1939,75
2420000,36419,2390000,2400000,67,G,Leilighet,0,0,0,0,0,2014,1956,58
2420000,68094,1990000,2050000,36,E,Leilighet,0,0,0,0,1,2014,1972,42
2420000,39050,2420000,2420000,62,D,Leilighet,0,0,0,0,0,2014,2007,7
2420000,57619,2250000,2250000,42,C,Leilighet,0,0,0,0,1,2014,2011,3
2415000,32663,2300000,2300000,74,D,Leilighet,0,0,0,0,0,2014,1995,19
2415000,43909,1990000,2050000,55,D,Leilighet,0,0,0,0,0,2014,1999,15
2410000,38652,2290000,2350000,66,G,Leilighet,0,0,0,0,0,2014,1954,60
2410000,36515,2350000,2500000,66,G,Leilighet,0,0,0,0,0,2014,1954,60
2410000,63421,2150000,2150000,38,D,Leilighet,0,0,0,0,1,2014,2007,7
2400000,62197,1990000,2000000,39,G,Leilighet,0,0,0,1,0,2014,1898,116
2400000,40000,2390000,2400000,60,G,Leilighet,0,0,0,0,1,2014,1903,111
2400000,50240,2350000,2350000,51,F,Leilighet,0,1,0,0,0,2014,1939,75
2400000,58577,2450000,2450000,41,C,Leilighet,0,1,0,0,0,2014,1954,60
2400000,35646,2400000,2400000,68,F,Leilighet,0,0,0,0,0,2014,1956,58
2400000,36313,2150000,2150000,69,G,Leilighet,0,0,0,0,0,2014,1958,56
2400000,60567,2250000,2250000,40,F,Leilighet,0,0,0,1,0,2014,1966,48
2400000,60567,2250000,2250000,40,F,Leilighet,0,0,0,1,0,2014,1966,48
2400000,48396,2450000,2450000,51,E,Leilighet,0,1,0,0,0,2014,1971,43
2400000,44444,1950000,2100000,54,E,Leilighet,0,0,0,0,1,2014,1992,22
2400000,43636,2450000,2450000,55,D,Leilighet,0,0,0,0,0,2014,1999,15
2400000,49047,2490000,2600000,49,D,Leilighet,0,0,0,1,0,2014,2003,11
2400000,53333,2290000,2300000,45,D,Leilighet,0,0,0,0,0,2014,2003,11
2400000,58537,2190000,2250000,41,E,Leilighet,0,0,0,0,1,2014,2007,7
2395000,34313,2300000,2300000,71,F,Leilighet,0,0,0,0,0,2014,1968,46
2390000,36214,2390000,2400000,70,G,Leilighet,0,0,0,0,0,2014,1969,45
2380000,30608,2230000,2230000,83,C,Leilighet,0,0,0,0,0,2014,1974,40
2380000,30608,2230000,2230000,83,C,Leilighet,0,0,0,0,0,2014,1974,40
2375000,46732,2250000,2250000,51,G,Leilighet,0,1,0,0,0,2014,1936,78
2375000,52778,2350000,2350000,45,D,Leilighet,0,0,0,0,0,2014,2003,11
2370000,56075,2150000,2150000,43,F,Leilighet,0,0,0,0,1,2014,1899,115
2370000,28902,2390000,2500000,82,D,Leilighet,0,0,0,0,0,2014,1994,20
2360000,47502,2290000,2380000,54,G,Leilighet,0,0,0,0,0,2014,1956,58
2350000,46148,2100000,2100000,58,E,Leilighet,0,1,0,0,0,2014,1932,82
2350000,51672,2390000,2450000,51,G,Leilighet,0,1,0,0,0,2014,1932,82
2350000,38443,2250000,2250000,63,F,Leilighet,0,0,0,0,0,2014,1965,49
2350000,58943,2100000,2100000,40,F,Leilighet,0,0,0,0,1,2014,1984,30
2350000,37723,1990000,2100000,65,F,Rekkehus,0,0,0,0,0,2014,1988,26
2350000,38721,1990000,2200000,61,E,Leilighet,0,0,0,0,0,2014,1989,25
2350000,26567,2490000,2550000,89,E,Leilighet,0,0,0,0,0,2014,1989,25
2350000,44389,2150000,2150000,53,C,Leilighet,0,0,0,0,0,2014,2002,12
2350000,53409,2350000,2350000,44,E,Leilighet,0,0,0,0,0,2014,2003,11
2350000,53409,2350000,2350000,44,E,Leilighet,0,0,0,0,0,2014,2003,11
2350000,73438,2490000,2550000,32,D,Leilighet,0,0,0,1,0,2014,2005,9
2350000,61842,1990000,2100000,38,C,Leilighet,0,0,0,0,0,2014,2008,6
2345000,63412,1875000,1950000,37,G,Leilighet,0,0,0,0,1,2014,1939,75
2340000,46830,2180000,2180000,50,D,Leilighet,0,0,0,0,0,2014,1992,22
2335000,44904,2150000,2150000,52,G,Leilighet,0,0,0,0,0,2014,1989,25
2330000,57850,2300000,2300000,41,G,Leilighet,0,1,0,0,0,2014,1900,114
2330000,61061,2200000,2200000,39,D,Leilighet,0,1,0,0,0,2014,1949,65
2330000,36881,2190000,2200000,67,F,Leilighet,0,0,0,0,0,2014,1954,60
2320000,64444,2190000,2300000,36,C,Leilighet,0,0,0,0,1,2014,2008,6
2310000,42576,2190000,2350000,56,F,Leilighet,0,1,0,0,0,2014,1971,43
2310000,37898,2350000,2350000,61,E,Leilighet,0,0,0,0,0,2014,2007,7
2300000,44519,2200000,2200000,59,E,Leilighet,0,1,0,0,0,2014,1932,82
2300000,33333,2290000,2300000,69,F,Leilighet,0,0,0,0,0,2014,1953,61
2300000,37476,2150000,2150000,64,F,Leilighet,0,0,0,0,0,2014,1958,56
2300000,27410,2300000,2400000,95,E,Leilighet,0,0,0,0,0,2014,1986,28
2300000,54773,2290000,2500000,42,D,Leilighet,0,1,0,0,0,2014,2004,10
2300000,36544,2390000,2450000,63,D,Leilighet,0,0,0,0,0,2014,2008,6
2300000,46939,2250000,2250000,49,C,Leilighet,0,0,0,0,0,2014,2009,5
2295000,35741,2050000,2150000,67,F,Leilighet,0,0,0,0,0,2014,1957,57
2290000,54868,2290000,2300000,45,G,Leilighet,0,1,0,0,0,2014,1935,79
2290000,36834,2290000,2400000,66,G,Leilighet,0,0,0,0,0,2014,1954,60
2290000,39483,2290000,2300000,58,F,Leilighet,0,0,0,0,0,2014,1958,56
2285000,68661,1990000,2000000,34,G,Leilighet,0,1,0,0,0,2014,1935,79
2280000,46206,2080000,2200000,50,G,Leilighet,0,1,0,0,0,2014,1937,77
2280000,57257,1900000,1900000,40,F,Leilighet,0,0,0,0,1,2014,1938,76
2280000,34376,1890000,1950000,67,E,Leilighet,0,0,0,0,0,2014,1952,62
2280000,45630,2300000,2200000,50,E,Leilighet,0,0,0,0,0,2014,1992,22
2280000,45630,2090000,2100000,50,D,Leilighet,0,0,0,0,0,2014,1992,22
2280000,47500,2290000,2300000,48,D,Leilighet,0,0,0,0,0,2014,2005,9
2280000,34613,2370000,2500000,66,D,Leilighet,0,0,0,0,0,2014,2008,6
2275000,#NULL!,1890000,2000000,42,G,Tomannsbolig,0,1,0,0,0,2014,1898,116
2275000,42542,2090000,2200000,56,G,Leilighet,0,0,0,0,1,2014,1904,110
2275000,36606,2200000,2200000,66,G,Leilighet,0,0,0,0,0,2014,1956,58
2275000,41012,2150000,2200000,56,D,Leilighet,0,0,0,0,0,2014,1989,25
2270000,66765,2090000,2100000,34,F,Leilighet,0,1,0,0,0,2014,1914,100
2270000,47292,2190000,2200000,48,E,Leilighet,0,0,0,0,1,2014,1930,84
2270000,35985,2100000,2100000,67,G,Leilighet,0,0,0,0,0,2014,1954,60
2270000,36613,2350000,2500000,62,D,Leilighet,0,0,0,0,0,2014,2007,7
2260000,30189,2100000,2100000,75,F,Leilighet,0,0,0,0,0,2014,1983,31
2260000,48085,2400000,2400000,47,C,Leilighet,0,0,0,0,0,2014,2005,9
2250000,42580,2390000,2400000,54,G,Leilighet,0,1,0,0,0,2014,1895,119
2250000,58077,1950000,1950000,42,G,Leilighet,0,0,0,1,0,2014,1939,75
2250000,39644,2200000,2350000,58,G,Leilighet,0,0,0,0,0,2014,1958,56
2250000,44905,1800000,1800000,52,F,Leilighet,0,0,0,0,0,2014,1959,55
2250000,45033,2400000,2360000,51,E,Leilighet,0,0,0,0,0,2014,1976,38
2250000,44122,2000000,2000000,51,G,Rekkehus,0,0,0,0,0,2014,1976,38
2250000,30405,2190000,2200000,74,E,Leilighet,0,0,0,0,0,2014,1987,27
2250000,35156,2200000,2200000,64,D,Leilighet,0,0,0,0,0,2014,2000,14
2250000,38793,2190000,2350000,58,D,Leilighet,0,0,0,0,0,2014,2004,10
2250000,45918,2250000,2250000,49,C,Leilighet,0,0,0,0,0,2014,2009,5
2250000,68182,2150000,#NULL!,33,G,Leilighet,0,0,0,1,0,2014,2010,4
2250000,50000,2250000,2250000,45,C,Leilighet,0,0,0,0,0,2014,2013,1
2230000,42589,2130000,2130000,55,F,Leilighet,0,0,0,0,0,2014,1958,56
2225000,40455,2100000,2100000,55,F,Leilighet,0,0,0,0,0,2014,1992,22
2220000,35728,2150000,2150000,66,G,Leilighet,0,0,0,0,0,2014,1956,58
2220000,74000,1790000,1800000,30,C,Leilighet,0,0,0,0,0,2014,2005,9
2215000,65278,1850000,1850000,34,G,Leilighet,0,0,0,0,1,2014,1938,76
2210000,50227,2250000,2250000,44,G,Leilighet,0,1,0,0,0,2014,1892,122
2210000,27327,1990000,2500000,82,G,Leilighet,0,0,0,0,0,2014,1955,59
2210000,33182,2190000,2200000,71,E,Leilighet,0,0,0,0,0,2014,1970,44
2210000,34531,2150000,2150000,64,D,Leilighet,0,0,0,0,0,2014,2003,11
2200000,65460,2250000,2250000,34,G,Leilighet,0,0,0,1,0,2014,1875,139
2200000,59459,2190000,2200000,37,G,Leilighet,0,1,0,0,0,2014,1901,113
2200000,35470,2200000,2200000,66,G,Leilighet,0,0,0,0,0,2014,1957,57
2200000,71004,2190000,2250000,31,D,Leilighet,0,1,0,0,0,2014,2009,5
2200000,71004,2190000,2250000,31,D,Leilighet,0,1,0,0,0,2014,2009,5
2200000,43137,2200000,2200000,51,G,Leilighet,0,0,0,0,0,2014,2012,2
2190000,34791,2190000,2250000,67,G,Leilighet,0,0,0,0,0,2014,1954,60
2190000,35318,2190000,2200000,66,G,Leilighet,0,0,0,0,0,2014,1954,60
2190000,42504,2150000,#NULL!,52,D,Leilighet,0,0,0,0,0,2014,1989,25
2180000,51360,1950000,1950000,45,G,Leilighet,0,1,0,0,0,2014,1939,75
2180000,30750,2100000,2100000,80,G,Leilighet,0,0,0,0,0,2014,1986,28
2175000,32210,2200000,2200000,70,G,Leilighet,0,0,0,0,0,2014,1964,50
2170000,31962,2090000,2100000,68,F,Leilighet,0,0,0,0,0,2014,1961,53
2170000,45584,1890000,1960000,48,E,Leilighet,0,0,0,0,0,2014,1989,25
2160000,32356,2090000,2100000,70,F,Leilighet,0,0,0,0,0,2014,1958,56
2160000,30446,2150000,2150000,80,F,Leilighet,0,0,0,0,0,2014,1986,28
2160000,34800,2100000,2100000,65,E,Leilighet,0,0,0,0,0,2014,1988,26
2155000,32677,1990000,2000000,67,F,Leilighet,0,0,0,0,0,2014,1951,63
2150000,42157,2100000,2100000,51,G,Leilighet,0,1,0,0,0,2014,1938,76
2150000,53768,2100000,2100000,40,G,Leilighet,0,1,0,0,0,2014,1952,62
2150000,33691,2190000,2200000,68,F,Leilighet,0,0,0,0,0,2014,1954,60
2150000,31974,1850000,1850000,68,F,Leilighet,0,0,0,0,0,2014,1956,58
2150000,30156,2100000,2100000,74,F,Leilighet,0,0,0,0,0,2014,1972,42
2150000,30261,2100000,#NULL!,75,F,Leilighet,0,0,0,0,0,2014,1979,35
2150000,32311,2090000,2100000,67,E,Leilighet,0,0,0,0,0,2014,1992,22
2150000,30714,2150000,2200000,70,D,Leilighet,0,0,0,0,0,2014,2002,12
2150000,61484,1950000,1950000,35,E,Leilighet,0,1,0,0,0,2014,2003,11
2150000,46739,2000000,2000000,46,D,Leilighet,0,0,0,0,0,2014,2008,6
2130000,45277,1990000,2150000,48,F,Leilighet,0,0,0,0,1,2014,1940,74
2125000,35793,1980000,2000000,63,F,Leilighet,0,0,0,0,0,2014,1970,44
2125000,31018,2175000,2175000,69,F,Leilighet,0,0,0,0,0,2014,1991,23
2120000,46118,1790000,1900000,46,G,Leilighet,0,1,0,0,0,2014,1898,116
2120000,35155,2100000,2100000,64,F,Leilighet,0,0,0,0,0,2014,1970,44
2115000,31932,1990000,2000000,67,E,Leilighet,0,0,0,0,0,2014,1955,59
2110000,32681,2190000,2200000,65,G,Leilighet,0,0,0,0,0,2014,1962,52
2110000,31774,2050000,2050000,71,F,Leilighet,0,0,0,0,0,2014,1970,44
2100000,65684,1890000,1950000,32,G,Leilighet,0,0,0,0,0,2014,1900,114
2100000,65684,1890000,1950000,32,G,Leilighet,0,0,0,0,0,2014,1900,114
2100000,62428,1990000,2000000,35,G,Leilighet,0,1,0,0,0,2014,1930,84
2100000,56995,1890000,1950000,37,F,Leilighet,0,1,0,0,0,2014,1935,79
2100000,28000,1990000,2000000,75,G,Leilighet,0,0,0,0,0,2014,1952,62
2100000,53928,1850000,1900000,40,G,Leilighet,0,0,0,0,0,2014,1956,58
2100000,30320,2190000,2300000,79,E,Leilighet,0,0,0,0,0,2014,1959,55
2100000,44816,1900000,1900000,47,E,Leilighet,0,0,0,0,1,2014,1983,31
2100000,39656,2100000,2100000,53,D,Leilighet,0,0,0,0,0,2014,2007,7
2100000,43750,2100000,2100000,48,B,Leilighet,0,0,0,0,0,2014,2012,2
2090000,116151,1890000,1900000,18,C,Leilighet,0,0,0,1,0,2014,2012,2
2080000,31740,2100000,2100000,66,D,Leilighet,0,0,0,0,0,2014,1992,22
