pris,pris_kvm,prisant,verditakst,BOAProm,energi,boligtype,vest,dummyGrünneløkkaSagene,dummyFrogner,dummySt.Hanshaugen,dummyGamleOslo,solgt,byggeår,alder
5560000,56735,4950000,4950000,98,D,Rekkehus,0,0,0,0,0,2014,1996,18
5550000,51869,5395000,5400000,107,G,Leilighet,0,0,0,1,0,2014,1903,111
5550000,45122,5500000,5600000,123,F,Leilighet,0,0,0,0,0,2014,1933,81
5550000,28173,5150000,5200000,197,G,Tomannsbolig,0,0,0,0,0,2014,1967,47
5550000,33434,5250000,5500000,166,C,Rekkehus,0,0,0,0,0,2014,1970,44
5550000,25227,6000000,6000000,220,D,Enebolig,0,0,0,0,0,2014,2003,11
5550000,50917,5500000,5400000,109,D,Tomannsbolig,0,0,0,0,0,2014,2004,10
5550000,66071,4990000,5100000,84,D,Leilighet,0,0,0,0,0,2014,2006,8
5520000,59382,5190000,5200000,93,D,Leilighet,0,1,0,0,0,2014,2001,13
5500000,57406,5400000,5400000,97,F,Leilighet,0,0,1,0,0,2014,1899,115
5500000,22917,5890000,7000000,240,G,Tomannsbolig,0,0,0,0,0,2014,1954,60
5500000,59783,5200000,5200000,92,F,Leilighet,0,0,0,0,0,2014,1992,22
5490000,53902,5490000,5500000,102,G,Leilighet,0,0,0,1,0,2014,1931,83
5480000,32426,5000000,4750000,169,G,Enebolig,0,0,0,0,0,2014,1973,41
5470000,59457,5490000,5600000,92,B,Leilighet,0,1,0,0,0,2014,2013,1
5450000,42913,5500000,5500000,127,G,Tomannsbolig,0,0,0,0,0,2014,1951,63
5450000,40370,5300000,5300000,135,G,Rekkehus,0,0,0,0,0,2014,1968,46
5450000,41923,5300000,5300000,130,F,Tomannsbolig,0,0,0,0,0,2014,1969,45
5450000,54500,5350000,5400000,100,G,Leilighet,0,0,0,0,0,2014,1986,28
5450000,43952,5200000,5650000,124,E,Rekkehus,0,0,0,0,0,2014,1989,25
5450000,45067,5500000,5500000,121,E,Leilighet,0,0,0,0,0,2014,1997,17
5450000,48661,5300000,5300000,112,C,Rekkehus,0,0,0,0,0,2014,2011,3
5445000,53382,5490000,5750000,102,F,Leilighet,0,0,0,0,0,2014,1987,27
5440000,35325,4990000,5050000,154,C,Enebolig,0,1,0,0,0,2014,2008,6
5440000,35325,4990000,5050000,154,C,Enebolig,0,0,0,0,0,2014,2008,6
5430000,65422,5390000,5500000,83,D,Leilighet,0,0,0,1,0,2014,2006,8
5425000,60278,5490000,5500000,90,B,Leilighet,0,1,0,0,0,2014,2013,1
5400000,54216,5500000,6000000,100,F,Leilighet,0,0,1,0,0,2014,1904,110
5400000,36242,5790000,6100000,149,G,Enebolig,0,0,0,0,0,2014,1934,80
5400000,56842,4990000,#NULL!,95,G,Leilighet,0,0,1,0,0,2014,1940,74
5400000,36242,5800000,5800000,149,G,Leilighet,0,0,0,0,0,2014,1954,60
5400000,46552,4980000,5100000,116,F,Rekkehus,0,0,0,0,0,2014,1962,52
5400000,31953,5250000,5300000,169,E,Enebolig,0,0,0,0,0,2014,1983,31
5400000,25352,5300000,5300000,213,E,Enebolig,0,0,0,0,0,2014,1984,30
5400000,31953,5400000,5400000,169,D,Enebolig,0,0,0,0,0,2014,1987,27
5400000,42520,4990000,5600000,127,F,Tomannsbolig,0,0,0,0,0,2014,1987,27
5400000,59456,5000000,5000000,92,F,Leilighet,0,0,0,0,0,2014,1994,20
5400000,59456,5000000,5000000,92,F,Leilighet,0,0,0,0,0,2014,1994,20
5400000,67500,5490000,5700000,80,C,Leilighet,0,0,0,1,0,2014,2006,8
5400000,53465,4490000,4600000,101,D,Leilighet,0,0,0,0,0,2014,2006,8
5400000,40909,5200000,5500000,132,B,Rekkehus,0,0,0,0,0,2014,2011,3
5375000,55990,5590000,5700000,96,C,Leilighet,0,0,0,0,0,2014,2010,4
5360000,52974,5300000,5400000,102,G,Leilighet,0,0,0,1,0,2014,1880,134
5350000,45620,5300000,5300000,118,E,Leilighet,0,0,0,1,0,2014,1894,120
5350000,61494,4950000,5000000,87,F,Leilighet,0,0,1,0,0,2014,1904,110
5350000,44215,5200000,5200000,121,G,Tomannsbolig,0,0,0,0,0,2014,1918,96
5350000,27865,4850000,4850000,192,F,Enebolig,0,0,0,0,0,2014,1987,27
5325000,42600,4600000,4600000,125,G,Tomannsbolig,0,0,0,0,0,2014,1960,54
5320000,61149,5500000,5500000,87,D,Leilighet,0,0,0,0,1,2014,2012,2
5300000,46087,4800000,4800000,115,G,Enebolig,0,0,0,0,0,2014,1910,104
5300000,36301,4800000,4800000,146,G,Enebolig,0,0,0,0,0,2014,1918,96
5300000,56989,4900000,4900000,93,G,Leilighet,0,1,0,0,0,2014,1923,91
5300000,28495,5300000,5300000,186,F,Tomannsbolig,0,0,0,0,0,2014,1972,42
5300000,35811,5300000,5300000,148,E,Rekkehus,0,0,0,0,0,2014,1981,33
5300000,55208,4990000,5100000,96,D,Leilighet,0,0,0,0,0,2014,2006,8
5300000,55452,5100000,5250000,96,C,Leilighet,0,0,0,0,0,2014,2011,3
5300000,47748,5200000,5200000,111,C,Rekkehus,0,0,0,0,0,2014,2011,3
5270000,30640,5200000,5200000,172,E,Enebolig,0,0,0,0,0,2014,1987,27
5255000,38926,5550000,6200000,135,G,Enebolig,0,0,0,0,0,2014,1920,94
5250000,59659,4700000,4700000,88,E,Leilighet,0,0,0,1,0,2014,1930,84
5250000,23543,5650000,5950000,223,G,Enebolig,0,0,0,0,0,2014,1971,43
5250000,39474,5000000,5000000,133,E,Enebolig,0,0,0,0,0,2014,1987,27
5250000,62500,5000000,5000000,84,C,Leilighet,0,1,0,0,0,2014,2013,1
5220000,45391,4690000,4700000,115,C,Rekkehus,0,0,0,0,0,2014,2011,3
5200000,25490,5200000,5200000,204,F,Enebolig,0,0,0,0,0,2014,1980,34
5200000,26667,4850000,4850000,195,G,Enebolig,0,0,0,0,0,2014,1985,29
5200000,30588,5200000,5200000,170,F,Enebolig,0,0,0,0,0,2014,1986,28
5200000,59770,4790000,4950000,87,D,Leilighet,0,1,0,0,0,2014,2009,5
5200000,98113,4950000,5200000,53,B,Leilighet,0,1,0,0,0,2014,2014,0
5180000,28462,4750000,4750000,182,F,Enebolig,0,0,0,0,0,2014,1986,28
5175000,42418,4550000,4700000,122,C,Rekkehus,0,0,0,0,0,2014,2011,3
5160000,31273,4490000,4600000,165,G,Enebolig,0,0,0,0,0,2014,1951,63
5150000,50990,5250000,5700000,101,G,Leilighet,0,0,1,0,0,2014,1892,122
5150000,68667,4950000,4950000,75,G,Enebolig,0,0,0,0,1,2014,1910,104
5150000,29769,5100000,5100000,173,E,Enebolig,0,0,0,0,0,2014,1987,27
5150000,35274,5290000,5300000,146,D,Enebolig,0,1,0,0,0,2014,2001,13
5150000,35274,5290000,5300000,146,D,Enebolig,0,0,0,0,0,2014,2001,13
5150000,53646,4890000,5100000,96,D,Leilighet,0,0,0,0,0,2014,2005,9
5120000,58182,4500000,4500000,88,G,Enebolig,0,0,0,0,0,2014,1946,68
5110000,73016,4490000,4600000,70,E,Leilighet,0,1,0,0,0,2014,2012,2
5100000,53125,5100000,5100000,96,G,Leilighet,0,0,0,0,0,2014,1925,89
5100000,43590,5200000,5200000,117,G,Leilighet,0,0,0,0,0,2014,1933,81
5100000,45536,4600000,4600000,112,F,Rekkehus,0,0,0,0,0,2014,1958,56
5100000,31288,5190000,5300000,163,G,Rekkehus,0,0,0,0,0,2014,1971,43
5100000,26563,5250000,5000000,192,F,Enebolig,0,0,0,0,0,2014,1985,29
5100000,27717,4980000,5000000,184,E,Enebolig,0,0,0,0,0,2014,1986,28
5100000,31098,4750000,4750000,164,E,Enebolig,0,0,0,0,0,2014,1987,27
5100000,42149,4900000,4900000,121,E,Rekkehus,0,0,0,0,0,2014,1988,26
5100000,51000,4300000,4300000,100,C,Leilighet,0,0,0,0,0,2014,1999,15
5100000,34459,5100000,5200000,148,C,Rekkehus,0,0,0,0,0,2014,2006,8
5100000,55435,4990000,5000000,92,B,Leilighet,0,1,0,0,0,2014,2012,2
5075000,26160,4800000,4800000,194,E,Enebolig,0,0,0,0,0,2014,1986,28
5050000,38846,3850000,3850000,130,G,Tomannsbolig,0,0,0,0,0,2014,1951,63
5050000,42797,4980000,4980000,118,E,Rekkehus,0,0,0,0,0,2014,1957,57
5050000,46330,4350000,4350000,109,G,Rekkehus,0,0,0,0,0,2014,1960,54
5050000,29532,4750000,4750000,171,G,Tomannsbolig,0,0,0,0,0,2014,1969,45
5010000,26230,4990000,5200000,191,F,Enebolig,0,0,0,0,0,2014,1986,28
5010000,45135,4990000,5200000,111,B,Rekkehus,0,0,0,0,0,2014,2010,4
5000000,56818,4990000,5100000,88,G,Enebolig,0,0,0,0,1,2014,1860,154
5000000,34247,4890000,4900000,146,G,Enebolig,0,0,0,0,0,2014,1922,92
5000000,54945,5000000,5000000,91,F,Tomannsbolig,0,0,0,0,0,2014,1949,65
5000000,27778,5300000,5300000,180,F,Enebolig,0,0,0,0,0,2014,1983,31
5000000,27778,4980000,5500000,180,F,Enebolig,0,0,0,0,0,2014,1987,27
5000000,28249,4700000,4700000,177,D,Enebolig,0,0,0,0,0,2014,2002,12
5000000,52083,4890000,5000000,96,D,Leilighet,0,0,0,0,0,2014,2006,8
5000000,92662,5130000,5400000,54,D,Leilighet,0,0,1,0,0,2014,2010,4
5000000,57471,4450000,4550000,87,D,Leilighet,0,0,0,0,0,2014,2010,4
4990000,30060,4990000,5100000,166,F,Tomannsbolig,0,0,0,0,0,2014,1949,65
4990000,41583,5190000,5500000,120,D,Leilighet,0,0,0,0,1,2014,2006,8
4990000,74516,4990000,5050000,67,G,Leilighet,0,1,0,0,0,2014,2011,3
4975000,24387,5100000,5100000,204,F,Enebolig,0,0,0,0,0,2014,1987,27
4975000,27186,4950000,5000000,183,E,Enebolig,0,0,0,0,0,2014,1988,26
4950000,25781,4800000,4800000,192,F,Enebolig,0,0,0,0,0,2014,1986,28
4950000,70714,4900000,4900000,70,D,Leilighet,0,1,0,0,0,2014,2010,4
4950000,72794,4990000,5100000,68,D,Leilighet,0,1,0,0,0,2014,2010,4
4950000,72794,4990000,5100000,68,D,Leilighet,0,1,0,0,0,2014,2010,4
4950000,70714,4900000,4900000,70,D,Leilighet,0,1,0,0,0,2014,2010,4
4950000,56250,4850000,4850000,88,C,Leilighet,0,0,0,0,1,2014,2012,2
4925000,47816,4500000,4850000,103,F,Leilighet,0,0,0,0,0,2014,1958,56
4925000,22907,5100000,5100000,215,E,Enebolig,0,0,0,0,0,2014,1985,29
4925000,28143,4700000,4700000,175,E,Rekkehus,0,0,0,0,0,2014,1986,28
4900000,39516,4990000,5100000,124,G,Enebolig,0,0,0,0,0,2014,1923,91
4900000,26486,4990000,5300000,185,G,Enebolig,0,0,0,0,0,2014,1924,90
4900000,47573,4990000,5000000,103,G,Enebolig,0,0,0,0,0,2014,1925,89
4900000,50515,4500000,4500000,97,F,Rekkehus,0,0,0,0,0,2014,1959,55
4900000,33108,4790000,5000000,148,F,Tomannsbolig,0,0,0,0,0,2014,1960,54
4900000,46226,4290000,4300000,106,F,Rekkehus,0,0,0,0,0,2014,1961,53
4900000,64474,4800000,5000000,76,E,Leilighet,0,0,1,0,0,2014,1997,17
4900000,64474,4590000,4800000,76,D,Leilighet,0,1,0,0,0,2014,2005,9
4900000,31013,4600000,4600000,158,C,Tomannsbolig,0,0,0,0,0,2014,2008,6
4900000,55056,4990000,5000000,89,C,Leilighet,0,1,0,0,0,2014,2013,1
4890000,46132,4990000,5050000,106,G,Tomannsbolig,0,1,0,0,0,2014,1939,75
4890000,27943,4890000,5200000,175,D,Enebolig,0,0,0,0,0,2014,2009,5
4875000,56686,4600000,4600000,86,G,Leilighet,0,1,0,0,0,2014,1914,100
4875000,43527,4600000,4600000,112,F,Rekkehus,0,0,0,0,0,2014,1957,57
4875000,34331,4990000,5300000,142,F,Rekkehus,0,0,0,0,0,2014,1981,33
4875000,58036,4600000,4600000,84,D,Leilighet,0,0,0,0,0,2014,2006,8
4870000,66977,4890000,5000000,73,F,Leilighet,0,0,1,0,0,2014,1935,79
4850000,28035,4700000,5000000,173,G,Rekkehus,0,0,0,0,0,2014,1971,43
4850000,54904,4490000,4600000,89,F,Rekkehus,0,0,0,0,0,2014,1981,33
4850000,62179,4850000,4850000,78,C,Leilighet,0,1,0,0,0,2014,2005,9
4850000,63816,4490000,4500000,76,C,Leilighet,0,1,0,0,0,2014,2006,8
4850000,40756,5100000,5100000,119,D,Leilighet,0,1,0,0,0,2014,2013,1
4840000,49897,4300000,4300000,97,G,Leilighet,0,0,0,0,0,2014,1957,57
4820000,30701,4400000,4400000,157,F,Rekkehus,0,0,0,0,0,2014,1974,40
4800000,29814,4750000,5000000,161,G,Rekkehus,0,0,0,0,0,2014,1971,43
4800000,28916,4950000,5200000,166,F,Enebolig,0,0,0,0,0,2014,1987,27
4800000,50526,4400000,4400000,95,E,Rekkehus,0,0,0,0,0,2014,1987,27
4800000,48980,4750000,4750000,98,D,Tomannsbolig,0,0,0,0,0,2014,2004,10
4800000,60759,4890000,5100000,79,D,Leilighet,0,1,0,0,0,2014,2005,9
4785000,63847,4450000,4500000,75,F,Leilighet,0,0,1,0,0,2014,1984,30
4780000,47800,4290000,4350000,100,C,Rekkehus,0,0,0,0,0,2014,2010,4
4775000,34854,4490000,4550000,137,E,Enebolig,0,0,0,0,0,2014,1988,26
4770000,42589,4000000,4300000,112,E,Rekkehus,0,0,0,0,0,2014,1987,27
4750000,56419,4450000,4500000,85,G,Leilighet,0,1,0,0,0,2014,1892,122
4750000,52198,#NULL!,#NULL!,91,B,Leilighet,0,0,0,0,0,2014,1935,79
4750000,44811,4655000,4900000,106,F,Leilighet,0,0,0,0,0,2014,1952,62
4750000,50983,4650000,4650000,94,F,Leilighet,0,0,0,0,0,2014,1957,57
4750000,35985,4650000,4650000,132,E,Rekkehus,0,0,0,0,0,2014,1971,43
4750000,29141,5000000,5000000,163,E,Rekkehus,0,0,0,0,0,2014,1996,18
4750000,67857,4490000,4500000,70,D,Leilighet,0,1,0,0,0,2014,2010,4
4740000,49774,4740000,5100000,98,G,Leilighet,0,0,1,0,0,2014,1937,77
4725000,47727,4200000,4250000,99,F,Tomannsbolig,0,0,0,0,0,2014,1951,63
4725000,48214,4940000,5200000,98,G,Tomannsbolig,0,0,0,0,0,2014,1969,45
4725000,24356,4800000,4800000,194,F,Enebolig,0,0,0,0,0,2014,1986,28
4720000,37460,5000000,5000000,126,B,Rekkehus,0,0,0,0,0,2014,2013,1
4700000,33571,4790000,4900000,140,G,Enebolig,0,1,0,0,0,2014,1928,86
4700000,33571,4790000,4900000,140,G,Enebolig,0,0,0,0,0,2014,1928,86
4700000,25543,4950000,5000000,184,G,Tomannsbolig,0,0,0,0,0,2014,1952,62
4700000,41964,4700000,4700000,112,G,Rekkehus,0,0,0,0,0,2014,1958,56
4700000,29560,5100000,5100000,159,F,Enebolig,0,0,0,0,0,2014,1982,32
4700000,52222,4500000,4500000,90,D,Leilighet,0,0,0,0,0,2014,1988,26
4700000,60256,4500000,4500000,78,E,Leilighet,0,0,0,0,0,2014,2000,14
4700000,31973,4900000,4900000,147,D,Enebolig,0,0,0,0,0,2014,2002,12
4700000,64384,4690000,4900000,73,D,Leilighet,0,1,0,0,0,2014,2010,4
4700000,63514,4350000,4350000,74,C,Leilighet,0,1,0,0,0,2014,2011,3
4690000,25080,4690000,5200000,187,F,Enebolig,0,0,0,0,0,2014,1987,27
4680000,41416,4490000,4700000,113,E,Enebolig,0,0,0,0,1,2014,1896,118
4670000,65775,4250000,4250000,71,D,Leilighet,0,1,0,0,0,2014,2012,2
4650000,50938,4390000,4500000,93,G,Leilighet,0,1,0,0,0,2014,1891,123
4650000,51099,4500000,4500000,91,B,Leilighet,0,0,0,0,0,2014,1935,79
4650000,39407,4480000,4700000,118,G,Enebolig,0,0,0,0,0,2014,1952,62
4650000,24093,5250000,5250000,193,G,Enebolig,0,0,0,0,0,2014,1967,47
4650000,59615,4590000,4600000,78,E,Leilighet,0,0,0,0,0,2014,2000,14
4630000,46904,4290000,4300000,99,F,Leilighet,0,0,0,0,1,2014,1984,30
4600000,44414,4600000,4600000,105,F,Leilighet,0,0,0,1,0,2014,1902,112
4600000,51113,4200000,4200000,93,G,Leilighet,0,0,0,0,1,2014,1915,99
4600000,42991,4000000,4000000,107,G,Rekkehus,0,0,0,0,0,2014,1961,53
4600000,67930,3790000,3800000,68,D,Leilighet,0,0,0,1,0,2014,1991,23
4600000,64789,4790000,4900000,71,C,Leilighet,0,0,0,0,1,2014,2011,3
4585000,24519,4500000,4500000,187,F,Enebolig,0,0,0,0,0,2014,1985,29
4580000,28447,4450000,4700000,161,F,Enebolig,0,0,0,0,0,2014,1987,27
4580000,39826,4800000,4800000,115,E,Rekkehus,0,0,0,0,0,2014,1987,27
4575000,42757,4690000,4800000,107,G,Tomannsbolig,0,1,0,0,0,2014,1934,80
4575000,30500,4600000,4700000,150,F,Rekkehus,0,0,0,0,0,2014,1971,43
4560000,25193,4560000,4800000,181,F,Enebolig,0,0,0,0,0,2014,1988,26
4550000,46907,4370000,4500000,97,G,Leilighet,0,0,0,0,0,2014,1890,124
4550000,48818,3990000,4100000,94,G,Tomannsbolig,0,0,0,0,1,2014,1920,94
4550000,55270,4400000,4400000,83,G,Leilighet,0,0,0,0,0,2014,1957,57
4550000,55270,4400000,4400000,83,G,Leilighet,0,0,0,0,0,2014,1957,57
4550000,33832,4290000,4300000,137,F,Rekkehus,0,0,0,0,0,2014,1969,45
4550000,27083,3300000,3300000,168,F,Enebolig,0,0,0,0,0,2014,1972,42
4550000,37295,4690000,4800000,122,E,Enebolig,0,0,0,0,0,2014,1979,35
4550000,26608,4690000,4700000,171,F,Rekkehus,0,0,0,0,0,2014,1980,34
4550000,58333,4350000,4350000,78,F,Leilighet,0,0,0,0,0,2014,1988,26
4550000,54890,4580000,4600000,83,D,Leilighet,0,0,0,0,0,2014,2004,10
4550000,75833,4380000,5000000,60,C,Leilighet,0,0,0,0,1,2014,2011,3
4500000,56066,4600000,4600000,84,F,Leilighet,0,0,0,1,0,2014,1890,124
4500000,56250,4200000,4200000,80,C,Leilighet,0,1,0,0,0,2014,1898,116
4500000,48913,4300000,4300000,92,G,Enebolig,0,0,0,0,0,2014,1932,82
4500000,49512,3950000,4100000,91,G,Leilighet,0,0,0,1,0,2014,1933,81
4500000,42453,4400000,4400000,106,D,Leilighet,0,0,0,0,0,2014,1941,73
4500000,40909,4500000,4500000,110,G,Enebolig,0,0,0,0,0,2014,1951,63
4500000,33088,4700000,4700000,136,G,Rekkehus,0,0,0,0,0,2014,1957,57
4500000,50562,3950000,4100000,89,G,Rekkehus,0,0,0,0,0,2014,1965,49
4500000,38136,4500000,4500000,118,G,Rekkehus,0,0,0,0,0,2014,1968,46
4500000,64331,4490000,4500000,70,F,Leilighet,0,0,0,1,0,2014,1980,34
4500000,27108,4500000,4500000,166,F,Enebolig,0,0,0,0,0,2014,1986,28
4500000,23684,4750000,4800000,190,F,Enebolig,0,0,0,0,0,2014,1987,27
4500000,42056,4300000,4300000,107,D,Leilighet,0,0,0,0,0,2014,2009,5
4500000,47368,4790000,5050000,95,C,Enebolig,0,0,0,0,0,2014,2013,1
4490000,21280,4700000,4700000,211,F,Enebolig,0,1,0,0,0,2014,1975,39
4490000,21280,4700000,4700000,211,F,Enebolig,0,0,0,0,0,2014,1975,39
4475000,30236,4500000,4700000,148,D,Enebolig,0,0,0,0,0,2014,2002,12
4450000,53614,3850000,3850000,83,G,Leilighet,0,0,0,0,1,2014,1891,123
4450000,50000,4575000,4600000,89,G,Leilighet,0,0,0,0,0,2014,1899,115
4450000,22139,4800000,#NULL!,201,G,Leilighet,0,0,0,0,0,2014,1936,78
4450000,43627,4300000,4425000,102,G,Tomannsbolig,0,0,0,0,0,2014,1959,55
4415000,33962,4280000,4400000,130,G,Rekkehus,0,0,0,0,0,2014,1961,53
4410000,33923,3990000,4100000,130,E,Enebolig,0,1,0,0,0,2014,1985,29
4410000,29013,4350000,4350000,152,F,Enebolig,0,1,0,0,0,2014,1985,29
4410000,33923,3990000,4100000,130,E,Enebolig,0,0,0,0,0,2014,1985,29
4410000,29013,4350000,4350000,152,F,Enebolig,0,0,0,0,0,2014,1985,29
4400000,58717,4350000,4350000,77,G,Leilighet,0,0,1,0,0,2014,1899,115
4400000,59484,3990000,4100000,74,F,Leilighet,0,0,0,1,0,2014,1907,107
4400000,50483,4560000,4800000,89,G,Leilighet,0,0,0,1,0,2014,1934,80
4400000,60274,4900000,4900000,73,G,Enebolig,0,0,0,0,0,2014,1958,56
4400000,25948,4150000,4150000,173,F,Rekkehus,0,0,0,0,0,2014,1969,45
4400000,31429,4290000,4300000,140,F,Rekkehus,0,0,0,0,0,2014,1973,41
4400000,23656,4400000,4400000,186,F,Enebolig,0,0,0,0,0,2014,1986,28
4400000,45833,4190000,4200000,96,C,Rekkehus,0,0,0,0,0,2014,2010,4
4375000,29762,4400000,4400000,147,F,Rekkehus,0,0,0,0,0,2014,1972,42
4360000,42330,4290000,4300000,103,F,Rekkehus,0,0,0,0,0,2014,1961,53
4355000,61338,4200000,4200000,71,D,Leilighet,0,1,0,0,0,2014,2005,9
4350000,62396,4230000,4500000,71,G,Leilighet,0,0,0,1,0,2014,1895,119
4350000,62396,4230000,4500000,71,G,Leilighet,0,0,0,1,0,2014,1895,119
4350000,63117,3890000,3900000,70,G,Leilighet,0,0,0,1,0,2014,1934,80
4350000,63117,3890000,3900000,70,G,Leilighet,0,0,0,1,0,2014,1934,80
4350000,44388,3680000,3680000,98,G,Tomannsbolig,0,0,0,0,0,2014,1952,62
4350000,73736,3890000,4000000,59,E,Leilighet,0,0,1,0,0,2014,1989,25
4350000,35081,4100000,4100000,124,E,Enebolig,0,0,0,0,0,2014,1996,18
4350000,41429,4200000,4200000,105,D,Rekkehus,0,0,0,0,0,2014,2007,7
4350000,43500,4590000,4760000,100,D,Leilighet,0,0,0,0,0,2014,2010,4
4350000,53049,4200000,4200000,82,C,Leilighet,0,1,0,0,0,2014,2012,2
4325000,60891,3875000,3900000,73,F,Leilighet,0,0,1,0,0,2014,1896,118
4325000,54063,4200000,4200000,80,C,Leilighet,0,1,0,0,0,2014,2012,2
4325000,54063,4200000,4200000,80,C,Leilighet,0,1,0,0,0,2014,2012,2
4320000,30857,4175000,4300000,140,F,Rekkehus,0,0,0,0,0,2014,1987,27
4315000,44031,3900000,3900000,98,G,Rekkehus,0,0,0,0,0,2014,1952,62
4315000,53288,3990000,4100000,81,D,Leilighet,0,1,0,0,0,2014,2003,11
4310000,58243,4150000,4150000,74,C,Leilighet,0,1,0,0,0,2014,2012,2
4300000,53972,4500000,4500000,81,G,Leilighet,0,0,1,0,0,2014,1880,134
4300000,45168,4250000,4250000,98,G,Leilighet,0,1,0,0,0,2014,1891,123
4300000,59120,3990000,4050000,74,F,Leilighet,0,0,0,1,0,2014,1935,79
4300000,47778,4350000,4350000,90,B,Leilighet,0,0,0,0,0,2014,1935,79
4300000,25000,4500000,4500000,172,E,Enebolig,0,0,0,0,0,2014,1983,31
4300000,69355,4100000,4100000,62,E,Leilighet,0,1,0,0,0,2014,2004,10
4300000,58108,4490000,4500000,74,D,Leilighet,0,1,0,0,0,2014,2006,8
4300000,44837,4190000,4300000,96,C,Rekkehus,0,0,0,0,0,2014,2009,5
4295000,56513,3800000,3800000,76,E,Leilighet,0,0,0,0,0,2014,1948,66
4285000,66544,3900000,3900000,66,G,Leilighet,0,0,1,0,0,2014,1912,102
4275000,51957,4400000,4400000,83,G,Leilighet,0,0,0,0,0,2014,1957,57
4250000,37005,4200000,4200000,115,D,Leilighet,0,0,0,0,0,2014,1999,15
4250000,60245,3990000,4250000,71,G,Leilighet,0,1,0,0,0,2014,2005,9
4250000,67460,4600000,4600000,63,B,Leilighet,0,0,0,1,0,2014,2014,0
4230000,42517,4150000,4150000,100,G,Leilighet,0,0,0,1,0,2014,1932,82
4225000,66977,3690000,3800000,64,F,Leilighet,0,0,0,1,0,2014,1897,117
4225000,25762,3990000,4070000,164,D,Rekkehus,0,0,0,0,0,2014,2003,11
4220000,66423,3590000,3800000,64,G,Leilighet,0,1,0,0,0,2014,1896,118
4210000,25361,3950000,4200000,166,E,Rekkehus,0,0,0,0,0,2014,1992,22
4200000,31579,4250000,4250000,133,F,Tomannsbolig,0,0,0,0,0,2014,1952,62
4200000,45161,4350000,4500000,93,E,Leilighet,0,0,0,0,0,2014,1956,58
4200000,36842,4150000,4150000,114,F,Rekkehus,0,0,0,0,0,2014,1989,25
4200000,55263,4390000,4500000,76,D,Leilighet,0,0,0,0,0,2014,2000,14
4200000,60000,4090000,4150000,70,C,Leilighet,0,0,0,0,0,2014,2011,3
4200000,58333,4050000,4100000,72,E,Leilighet,0,0,0,0,0,2014,2012,2
4150000,28621,4190000,4200000,145,G,Enebolig,0,0,0,0,0,2014,1953,61
4150000,31679,3990000,4000000,131,D,Enebolig,0,0,0,0,0,2014,1981,33
4150000,43685,4300000,4300000,95,C,Rekkehus,0,0,0,0,0,2014,2010,4
4150000,65873,3990000,4200000,63,C,Leilighet,0,0,0,0,1,2014,2012,2
4130000,48009,3890000,4000000,87,F,Leilighet,0,0,0,1,0,2014,1890,124
4120000,48835,3750000,3750000,85,E,Leilighet,0,1,0,0,0,2014,1974,40
4110000,52025,3700000,3650000,79,G,Tomannsbolig,0,0,0,0,1,2014,1850,164
4110000,33145,3900000,4100000,124,E,Rekkehus,0,0,0,0,0,2014,1994,20
4100000,59420,4200000,4200000,69,G,Leilighet,0,0,0,0,0,2014,1890,124
4100000,49892,3590000,3700000,83,F,Leilighet,0,1,0,0,0,2014,1896,118
4100000,47033,3790000,3800000,88,G,Tomannsbolig,0,0,0,0,1,2014,1920,94
4100000,34454,4100000,4100000,119,G,Rekkehus,0,0,0,0,0,2014,1953,61
4100000,39048,4200000,4200000,105,G,Tomannsbolig,0,0,0,0,0,2014,1969,45
4100000,23164,4100000,4600000,177,E,Enebolig,0,0,0,0,0,2014,1987,27
4100000,26623,4300000,4300000,154,D,Enebolig,0,0,0,0,0,2014,1988,26
4100000,59428,3390000,3400000,69,G,Tomannsbolig,0,0,0,0,0,2014,1994,20
4100000,63077,3950000,4000000,65,D,Leilighet,0,1,0,0,0,2014,2002,12
4100000,56944,4000000,4050000,72,C,Leilighet,0,1,0,0,0,2014,2010,4
4100000,58571,3750000,3900000,70,D,Leilighet,0,0,0,0,1,2014,2011,3
4090000,51772,3990000,4100000,79,G,Tomannsbolig,0,0,0,0,0,2014,1955,59
4075000,46805,4000000,4100000,92,E,Leilighet,0,0,0,0,0,2014,1969,45
4070000,35086,4200000,4200000,116,G,Rekkehus,0,0,0,0,0,2014,1955,59
4070000,26954,3940000,4150000,151,F,Tomannsbolig,0,0,0,0,0,2014,1985,29
4060000,59190,3990000,4200000,70,G,Leilighet,0,0,0,1,0,2014,1893,121
4050000,50000,3850000,3850000,81,G,Enebolig,0,0,0,0,1,2014,1896,118
4050000,35841,3990000,4100000,113,G,Leilighet,0,0,0,0,0,2014,1902,112
4050000,27931,4050000,4150000,145,D,Rekkehus,0,0,0,0,0,2014,1996,18
4050000,33750,3990000,4350000,120,D,Enebolig,0,0,0,0,0,2014,1997,17
4050000,33750,3990000,4350000,120,D,Enebolig,0,0,0,0,0,2014,1997,17
4050000,50026,4000000,4000000,81,D,Leilighet,0,1,0,0,0,2014,2012,2
4050000,47093,4300000,4300000,86,B,Leilighet,0,0,0,0,0,2014,2012,2
4030000,31000,3980000,4100000,130,E,Enebolig,0,0,0,0,0,2014,1995,19
4030000,53026,3980000,4000000,76,D,Leilighet,0,0,0,0,1,2014,2001,13
